App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5729311,HDR,09/27/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5721894,HDR,08/28/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721768,HDR,08/26/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5719275,HDR,08/18/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5712697,HDR,07/24/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5706693,HDR,06/24/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729726,HDR,09/28/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5736079,HDR,10/19/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723825,HDR,09/06/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5714844,HDR,08/01/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5704422,HDR,06/15/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731718,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720307,HDR,08/22/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734427,HDR,10/13/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5715183,HDR,08/02/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738439,HDR,10/28/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5705280,HDR,06/18/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5725510,HDR,09/13/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739668,HDR,11/01/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737629,HDR,10/25/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5724980,HDR,09/10/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729734,HDR,09/28/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5735891,HDR,10/19/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724993,HDR,09/10/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734456,HDR,10/14/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5721049,HDR,08/24/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726416,HDR,09/15/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736044,HDR,10/19/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728537,HDR,09/23/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5741057,HDR,11/07/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724945,HDR,09/09/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733962,HDR,10/12/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5721845,HDR,08/27/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5735175,HDR,10/17/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723683,HDR,09/04/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5716282,HDR,08/07/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729347,HDR,09/27/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728172,HDR,09/22/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5710104,HDR,07/13/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717304,HDR,08/10/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5727228,HDR,09/19/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5704941,HDR,06/16/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726517,HDR,09/16/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731670,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735703,HDR,10/18/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5718467,HDR,08/15/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5739895,HDR,11/02/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739271,HDR,10/31/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5718042,HDR,08/13/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727271,HDR,09/19/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726917,HDR,09/18/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733278,HDR,10/11/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726852,HDR,09/18/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5721591,HDR,08/26/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734538,HDR,10/14/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732866,HDR,10/07/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5715911,HDR,08/05/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5725631,HDR,09/13/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733011,HDR,10/09/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5722475,HDR,08/30/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5722087,HDR,08/29/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5702940,HDR,06/07/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724932,HDR,09/09/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730888,HDR,10/02/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5719459,HDR,08/18/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5707713,HDR,06/30/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5703218,HDR,06/09/2016,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5735346,HDR,10/17/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717683,HDR,08/12/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737706,HDR,10/25/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736581,HDR,10/21/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738845,HDR,10/30/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735655,HDR,10/18/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720949,HDR,08/24/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721457,HDR,08/25/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5732425,HDR,10/06/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5732265,HDR,10/06/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5728862,HDR,09/25/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729803,HDR,09/28/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729305,HDR,09/27/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726073,HDR,09/14/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726121,HDR,09/15/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733163,HDR,10/10/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740182,HDR,11/03/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5715810,HDR,08/04/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5722110,HDR,08/29/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5728738,HDR,09/24/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5723256,HDR,09/01/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5741217,HDR,11/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737570,HDR,10/25/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5708206,HDR,07/01/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5721158,HDR,08/25/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5738061,HDR,10/26/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732125,HDR,10/05/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740058,HDR,11/02/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720387,HDR,08/22/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741180,HDR,11/07/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5719088,HDR,08/17/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727316,HDR,09/20/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5736796,HDR,10/21/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732965,HDR,10/08/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5703249,HDR,06/09/2016,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731861,HDR,10/05/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740735,HDR,11/04/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731183,HDR,10/03/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741449,HDR,11/09/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741226,HDR,11/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5716303,HDR,08/07/2016,Pending Fitness Interview,11/22/2016,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727971,HDR,09/21/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736042,HDR,10/19/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5710707,HDR,07/15/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5725402,HDR,09/12/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5720775,HDR,08/23/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5715185,HDR,08/02/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5735622,HDR,10/18/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5738694,HDR,10/28/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738223,HDR,10/27/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740770,HDR,11/05/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720161,HDR,08/22/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734785,HDR,10/14/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5706121,HDR,06/22/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5723646,HDR,09/04/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5705491,HDR,06/20/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733407,HDR,10/11/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726114,HDR,09/14/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740161,HDR,11/03/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5709008,HDR,07/07/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733791,HDR,10/12/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741518,HDR,11/09/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5703824,HDR,06/12/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5722273,HDR,08/29/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732424,HDR,10/06/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729903,HDR,09/28/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736303,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5724329,HDR,09/07/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5726842,HDR,09/18/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5711165,HDR,07/18/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729951,HDR,09/28/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5708214,HDR,07/02/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5717116,HDR,08/10/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739872,HDR,11/02/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5721727,HDR,08/26/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736967,HDR,10/23/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5709728,HDR,07/11/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5719053,HDR,08/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5725707,HDR,09/13/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
